"Amnat Charoen",84.285714285714,22.532207348073
"Bangkok Metropolis",5.7142857142857,703.04323554804
"Bueng Kan",90,22.32439309592
"Mae Hong Son",70,49.808834479858
Phetchabun,77.142857142857,47.610805947864
Ranong,100,10.977939325965
Sukhothai,90,26.274748716838
"Udon Thani",85.714285714286,39.224724854442
Uttaradit,94.285714285714,15.823471051207
Yala,82.857142857143,33.589351089044
